"diameterM","hcToColumn","rotorToColumn","freeArea","rpm","compartmentHeightM","rotorDiameterM","tipSpeedMS","powerW","powerVolumeWM3","psiWKg","d32M","holdup","interfacialAreaM2M3","floodHoldup","actualLoading","designFloodFraction","signedForceBalanceResidualN","buoyancyDirection","hydraulicPass","rotorReynolds","status","validity","reasons","sourceDiagnostics","controllingInterface","controllingCoefficient","capacityMS","jcMS","jdMS","qualification","sourceExtrapolation"
"0.2","0.2","0.33","0.2","80","0.04000000000000001","0.066","0.2764601535159018","0.0030955434909696","2.463355240718768","0.0028347010825302277","0.004332348036856875","","","0.1667930373607991","10.03011573752623","0.7","-6.776263578034403e-21","DISPERSED_DOWNWARD","false","84.40053511705685","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.005337525092688097","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","85","0.04000000000000001","0.066","0.2937389131106457","0.0037129895437338013","2.954703197668777","0.003400118754509525","0.00402836312362329","","","0.1657408219974601","11.475333092354417","0.7","-6.776263578034403e-21","DISPERSED_DOWNWARD","false","89.67556856187294","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.0046653107147958135","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","90","0.04000000000000001","0.066","0.31101767270538955","0.004407521884603201","3.5073944736015275","0.004036127127274485","0.0037613202422998996","","","0.16483753876018747","13.049983741598899","0.7","6.776263578034403e-21","DISPERSED_DOWNWARD","false","94.95060200668898","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.0041023801631995555","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","95","0.04000000000000001","0.066","0.3282964323001334","0.0051836750011134","4.125037499045417","0.0047468785949889725","0.00352503145108349","","","0.16405945973688496","14.758143866579816","0.7","6.776263578034403e-21","DISPERSED_DOWNWARD","false","100.22563545150501","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.003627556074503761","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","100","0.04000000000000001","0.066","0.3455751918948773","0.0060459833808000005","4.811240704528844","0.005536525551816851","0.003314601500006825","","","0.16338683572610585","16.603778566596503","0.7","1.6940658945086007e-20","DISPERSED_DOWNWARD","false","105.5006688963211","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.003224325969952153","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","105","0.04000000000000001","0.066","0.36285395148962113","0.006998981511198601","5.569612520580203","0.006409220391921983","0.0031261093376694533","","","0.16280320912651597","18.59075796261435","0.7","0","DISPERSED_DOWNWARD","false","110.77570234113713","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.0028797101516394256","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","110","0.04000000000000001","0.066","0.38013271108436497","0.0080472038798448","6.403761377727891","0.007369115509468229","0.002956378943289741","","","0.16229491190682505","20.722869855297112","0.7","-3.3881317890172014e-21","DISPERSED_DOWNWARD","false","116.05073578595318","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.0025834256937114016","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","115","0.04000000000000001","0.066","0.39741147067910887","0.009195184974274203","7.317295706500308","0.008420363298619456","0.0028028116509502504","","","0.16185056246342366","23.00382971120077","0.7","0","DISPERSED_DOWNWARD","false","121.32576923076927","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.0023272644209127004","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","120","0.04000000000000001","0.066","0.4146902302738527","0.010447459282022401","8.313823937425843","0.00956711615353952","0.002663261600052037","","","0.1614606897577907","25.4372886035545","0.7","8.470329472543003e-21","DISPERSED_DOWNWARD","false","126.6008026755853","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.0021046266080470204","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","125","0.04000000000000001","0.066","0.4319689898685966","0.011808561290625004","9.3969545010329","0.010813526468392289","0.0025359419442714665","","","0.16111738249031804","28.026839595933996","0.7","1.6940658945086007e-21","DISPERSED_DOWNWARD","false","131.87583612040137","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.0019101687954634309","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
"0.2","0.2","0.33","0.2","130","0.04000000000000001","0.066","0.4492477494633404","0.013283025487617598","10.570295827849867","0.012163746637341618","0.0024193533359046678","","","0.16081401603511764","30.776022940901207","0.7","0","DISPERSED_DOWNWARD","false","137.1508695652174","INFEASIBLE","PHYSICAL_INVALID","[""NO_DILUTE_CONNECTED_ROOT"",""ACTUAL_LOADING_EXCEEDS_DESIGN_FLOOD_FRACTION""]","[""PREPILOT_EXTRAPOLATED_METHOD"",""INVERSION_ENTRAINMENT_UNKNOWN"",""TURBULENCE_SHAPE_DRAG_RANGE_UNQUALIFIED"",""MODELED_TURNING_CAPACITY_NOT_OBSERVED_FLOOD""]","SCHILLER_NAUMANN_IMMOBILE","0.36","0.0017395358241841872","0.035367765131532294","0.01816822930007974","{""inversion"":""UNKNOWN"",""entrainment"":""UNKNOWN"",""disengagement"":""UNKNOWN"",""turbulence"":""UNKNOWN"",""sphericalDrop"":""UNKNOWN"",""schillerNaumannRange"":""UNKNOWN"",""interfaceMobility"":""UNKNOWN""}","{""status"":""EXTRAPOLATED"",""diameterToGartheMaximum"":1.3157894736842106,""rotorToGartheMaximum"":0.7764705882352941,""compartmentToGartheMaximum"":0.5555555555555557,""viscosityToKhMaximum"":37.14285714285714}"
